Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,DOBMissing,TrainingBeforeStart,SurveyBeforeStart
1592,Emery,Peck,2022-03-26,,Production Technician II,Danielle Little,emery.peck@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,1977-08-01,MA,Laborer,Female,65810,White,Widowed,Fully Meets,3,2019,2023-03-21,2,1,4,2022-10-06,Technical Skills,External,Completed,Andreaberg,Jason Morris,2,789.2,False,False,False
1593,Angelique,Mathis,2021-05-08,2022-08-05,Production Technician II,Allison Fox,angelique.mathis@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Law safe yard market likely wife case action.,Production       ,Wireline Construction,1946-02-14,MA,Billing,Female,47869,Black,Widowed,Fully Meets,3,2020,2022-11-28,2,1,4,2022-08-18,Leadership Development,Internal,Failed,West Kayla,Kevin Miller,3,428.51,False,False,False
1594,Marlee,Woods,2022-11-29,,Production Technician II,Christine Salas,marlee.woods@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,1955-11-12,MA,Foreman,Female,54120,Asian,Widowed,Fully Meets,3,2021,2022-08-28,1,3,4,2023-04-29,Project Management,External,Incomplete,New Heidi,Dominic Spencer,4,646.72,False,False,True
1595,Jocelyn,Valentine,2019-05-24,,Production Technician II,Stephanie Bridges,jocelyn.valentine@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Wireless,1941-08-30,MA,Operator,Female,21322,White,Divorced,Fully Meets,3,2022,2022-11-11,5,3,5,2022-10-09,Leadership Development,External,Incomplete,North Katherineton,Diane Carlson,3,742.84,False,False,False
1596,Sophie,Moran,2022-01-29,2022-04-23,Production Technician II,Sara Chapman,sophie.moran@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Leave probably series even avoid.,Production       ,General - Con,1962-04-08,MA,Foreman,Female,31287,Hispanic,Divorced,Fully Meets,3,2023,2022-10-10,3,4,4,2022-11-25,Communication Skills,External,Incomplete,Rosefort,Brooke Murray,2,894.92,False,False,False
1597,Yair,Snyder,2021-07-06,2022-03-14,Production Technician II,Troy Price,yair.snyder@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Retirement,Range create to drive.,Production       ,Field Operations,1991-03-25,MA,Coordinator,Female,5063,Asian,Single,Fully Meets,3,2024,2022-10-25,2,1,5,2023-06-11,Communication Skills,External,Failed,North Danielview,Deborah Oliver,1,222.56,False,False,False
1598,Shamar,Herman,2021-01-29,2023-02-12,Production Technician II,Jason Johnson,shamar.herman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Resignation,Form prepare beat focus direction marriage.,Production       ,Field Operations,1975-11-04,MA,Laborer,Female,90678,Asian,Single,Fully Meets,3,2025,2023-05-02,1,2,4,2023-01-17,Technical Skills,Internal,Passed,West Cherylview,John Branch,2,699.76,False,False,False
1599,Ishaan,Schaefer,2023-05-13,2023-06-10,Production Technician I,James White,ishaan.schaefer@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Deep new manage big picture.,Production       ,Field Operations,1970-02-26,MA,Locator,Female,5306,Hispanic,Married,Fully Meets,3,2026,2023-03-22,2,4,4,2022-08-08,Project Management,External,Incomplete,East Cole,Dorothy Gould,3,124.93,False,True,True
1600,Liam,Figueroa,2019-05-22,,Production Technician I,Michael Ortiz,liam.figueroa@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,1974-04-08,MA,Engineer,Female,42458,Black,Single,Fully Meets,3,2027,2023-06-15,3,1,3,2022-08-08,Technical Skills,External,Incomplete,New Audrey,Mariah Jones,5,664.12,False,False,False
1601,Linda,Combs,2021-09-30,2021-11-14,Production Technician I,Paul Wilcox,linda.combs@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Half audience option safe.,Production       ,Field Operations,1981-02-05,MA,Tower Hand,Female,77958,Hispanic,Widowed,Fully Meets,3,2028,2022-10-01,4,4,4,2023-02-18,Project Management,External,Passed,North Barbaraberg,Kathleen Fletcher,2,862.82,False,False,False
1602,Marilyn,Moss,2019-09-09,,Production Technician I,Alyssa Garrett,marilyn.moss@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,1943-10-23,MA,Billing,Female,84191,Black,Single,Fully Meets,3,2029,2022-09-30,2,5,1,2022-11-14,Project Management,External,Passed,New Michael,Nicholas Briggs,1,813.01,False,False,False
1603,Yuliana,Nelson,2019-04-26,2019-05-13,Production Technician I,Nicole Rodriguez,yuliana.nelson@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Station opportunity already agency blood answer.,Production       ,Wireline Construction,1982-08-13,MA,Operator,Female,34988,Asian,Married,Fully Meets,3,2030,2023-04-07,4,1,5,2023-07-28,Communication Skills,External,Incomplete,West Vincent,Andrew Burton,4,349.75,False,False,False
1604,August,Wiley,2022-02-19,2023-04-05,Production Technician I,Mary Clark,august.wiley@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Involuntary,Smile friend too now move end institution.,Production       ,Project Management - Con,1977-06-16,MA,Manager,Male,8786,Asian,Married,Fully Meets,3,2031,2023-02-09,1,3,1,2023-07-25,Technical Skills,External,Failed,Campbellhaven,Yolanda Wilson,1,244.5,False,False,False
1605,Lindsay,Pennington,2022-04-16,2022-12-25,Production Technician I,Daniel Stafford,lindsay.pennington@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Retirement,Participant under home.,Production       ,Field Operations,1996-05-11,MA,Technician,Male,19087,Asian,Divorced,Fully Meets,3,2032,2023-07-02,5,2,4,2022-11-21,Customer Service,Internal,Completed,Erikmouth,Adrian Clark,3,873.52,False,False,False
1606,Nico,Villarreal,2022-05-12,,Production Technician I,Christopher White,nico.villarreal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,1991-01-28,MA,Laborer,Female,47570,White,Divorced,Fully Meets,3,2033,2022-10-10,4,1,5,2023-03-11,Leadership Development,External,Passed,Port Laurie,Joseph Carlson,1,358.65,False,False,False
1607,Jaliyah,Conway,2021-08-26,2023-08-03,Production Technician I,Randall Hill,jaliyah.conway@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Voluntary,Manage expert such rate stand.,Production       ,Field Operations,1947-01-19,MA,Driver,Female,95951,Asian,Married,Fully Meets,3,2034,2023-01-30,2,4,1,2023-01-20,Technical Skills,Internal,Passed,Crystalchester,Arthur Soto,1,632.33,False,False,False
1608,Raymond,Gillespie,2020-06-06,2021-11-23,Production Technician I,Alicia Horton,raymond.gillespie@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Retirement,Race a way theory analysis.,Production       ,Aerial,2001-03-14,MA,Lineman,Female,44292,Asian,Married,Fully Meets,3,2035,2023-01-11,4,2,3,2023-02-17,Customer Service,External,Failed,Kristenland,Mrs. Stephanie Silva,2,565.81,False,False,False
1609,Joey,Montes,2022-06-26,,Production Technician I,Melinda Brown,joey.montes@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Aerial,1942-02-18,MA,Laborer,Female,1372,Asian,Single,Fully Meets,3,2036,2023-03-18,4,3,4,2022-09-24,Communication Skills,Internal,Completed,New Erinport,Ronald Hughes,3,849.04,False,False,False
1610,Ian,Hester,2021-01-09,2022-05-14,Production Technician I,Keith Morrison,ian.hester@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Present trip year.,Production       ,General - Con,1945-08-27,MA,Clerk,Female,14973,White,Married,Fully Meets,3,2037,2023-01-28,2,5,4,2023-07-16,Leadership Development,Internal,Failed,Rachelfort,Nicholas Carter,1,519.43,False,False,False
1611,Weston,Rios,2018-09-02,,Production Technician I,Pamela Calderon,weston.rios@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Splicing,2001-04-05,MA,Foreman,Female,81445,Black,Married,Fully Meets,3,2038,2023-02-18,5,3,2,2022-08-13,Technical Skills,Internal,Passed,Rebeccamouth,Paula Roth,2,694.03,False,False,False
1612,Carson,Pennington,2022-04-22,,Production Technician I,Andrea Riley,carson.pennington@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,1957-04-10,MA,Operator,Female,29345,White,Single,Fully Meets,3,2039,2022-10-06,5,2,2,2023-05-24,Customer Service,External,Incomplete,Zacharyside,Laura Meadows,1,738.69,False,False,False
1613,Brynlee,Crawford,2021-12-05,2023-06-26,Production Technician II,Eric Walton,brynlee.crawford@bilearner.com,NEL,Future Start,Contract,Zone B,Temporary,Involuntary,Impact central buy top section.,Production       ,General - Con,1949-04-12,MA,Lineman,Female,33621,Other,Divorced,Fully Meets,3,2040,2023-04-23,1,2,5,2023-04-22,Communication Skills,Internal,Passed,Port Glenn,Aaron Bowen,5,753.51,False,False,False
1614,Sanai,Rose,2022-09-13,,Production Technician II,Tina Jenkins,sanai.rose@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,1997-04-18,MA,Laborer,Female,91981,Black,Single,Fully Meets,3,2041,2023-06-19,1,1,5,2022-09-25,Technical Skills,External,Completed,West Brian,Kenneth Thompson,5,970.6,False,False,False
1615,Luna,Arroyo,2019-11-24,,Production Technician II,Logan Middleton,luna.arroyo@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,1992-02-29,MA,Technician,Female,79529,White,Married,Fully Meets,3,2042,2023-06-24,5,2,1,2023-02-14,Customer Service,External,Passed,Johnsonhaven,Elizabeth Elliott,1,651.4,False,False,False
1616,Lorelai,Hale,2020-03-19,,Production Technician II,Michelle Coleman,lorelai.hale@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Isp,1967-09-21,MA,Technician,Female,7492,White,Married,Fully Meets,3,2043,2023-06-07,1,3,3,2022-10-08,Project Management,Internal,Passed,Brendaville,Cody Dickson,5,809.68,False,False,False
1617,Darrell,Horne,2022-09-14,,Production Technician II,Christina Baldwin,darrell.horne@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,1992-02-20,MA,Operator,Female,16589,Black,Married,Fully Meets,3,2044,2022-11-14,5,1,5,2023-08-05,Customer Service,External,Passed,Joshuaville,Andrew Lee,5,570.91,False,False,False
1618,Itzel,Nunez,2021-09-21,,Production Technician II,Ricky Reyes,itzel.nunez@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Fielders,1976-11-19,MA,Engineer,Female,39813,Other,Divorced,Fully Meets,3,2045,2023-06-05,3,1,4,2023-05-04,Customer Service,Internal,Incomplete,Garyview,Zachary Cole,1,852.72,False,False,False
1619,Serena,Lutz,2020-05-22,,Production Technician II,Rachel Nicholson,serena.lutz@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,1948-10-26,MA,Manager,Female,31663,Asian,Widowed,Fully Meets,3,2046,2023-03-03,2,2,4,2022-12-25,Technical Skills,Internal,Incomplete,North Carriefurt,Mr. Philip Sullivan,1,787.98,False,False,False
1620,Gwendolyn,Gray,2022-12-13,,Production Technician II,Jacob Smith,gwendolyn.gray@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Aerial,1966-08-23,MA,Laborer,Female,26502,White,Single,Fully Meets,3,2047,2022-08-24,3,5,3,2022-08-15,Technical Skills,Internal,Failed,New Amy,Margaret Padilla,1,942.72,False,True,True
1621,Khalil,Lee,2022-02-07,,Production Technician II,Adam Bates,khalil.lee@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Aerial,1995-06-04,MA,Laborer,Female,4321,Asian,Married,Fully Meets,3,2048,2022-11-25,2,5,4,2022-11-02,Customer Service,External,Failed,Watsonview,Rodney Deleon,2,626.4,False,False,False
1622,Corinne,Navarro,2020-10-06,,Production Technician II,Thomas Richard,corinne.navarro@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,1942-07-05,MA,Laborer,Female,93573,Asian,Widowed,Fully Meets,3,2049,2023-06-06,3,1,3,2023-03-28,Project Management,Internal,Failed,South Wayneburgh,Cheryl Middleton,4,765.68,False,False,False
1623,Meadow,Atkins,2022-01-11,2022-12-16,Production Technician II,Lisa Smith,meadow.atkins@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Top whether good.,Production       ,Wireless,1953-03-02,MA,Safety,Female,17084,White,Widowed,Fully Meets,3,2050,2023-04-03,5,4,5,2022-12-13,Communication Skills,Internal,Completed,Jasonbury,Heather Nunez,3,904.54,False,False,False
1624,Jaden,Charles,2022-02-26,,Production Technician I,Desiree Jennings,jaden.charles@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,1999-04-13,MA,Laborer,Female,18433,Black,Single,Fully Meets,3,2051,2022-08-12,5,2,4,2023-03-17,Project Management,Internal,Incomplete,South Cynthiafurt,Charles Robles,2,761.28,False,False,False
1625,Blaine,Contreras,2020-06-10,2022-11-13,Production Technician I,Dr. Donald Henry,blaine.contreras@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Involuntary,Mean car law read friend growth.,Production       ,Field Operations,1956-12-05,MA,Laborer,Female,61020,Hispanic,Married,Fully Meets,3,2052,2023-07-06,1,4,4,2022-11-06,Project Management,Internal,Completed,South William,Charles Spencer,4,507.49,False,False,False
1626,Kolten,Kim,2021-09-27,,Production Technician I,Curtis Gonzales,kolten.kim@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,1989-09-02,MA,Engineer,Female,34501,White,Divorced,Fully Meets,3,2053,2023-06-23,5,3,1,2023-05-13,Leadership Development,Internal,Incomplete,Dukeborough,Kevin Carter,5,862.9,False,False,False
1627,Erika,Mata,2018-10-25,2021-10-15,Production Technician I,Shawn Acosta,erika.mata@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Voluntary,Anyone include world claim up.,Production       ,Project Management - Con,1993-12-30,MA,Coordinator,Female,41617,Black,Married,Fully Meets,3,2054,2023-02-04,4,5,3,2023-06-06,Leadership Development,Internal,Incomplete,Lake Carolinemouth,Tyler Cordova,4,528.18,False,False,False
1628,Beau,Olsen,2020-11-25,,Production Technician I,Jamie Hernandez,beau.olsen@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Engineers,1989-07-19,MA,Executive,Female,70318,White,Divorced,Fully Meets,3,2055,2022-10-28,5,4,2,2022-11-08,Technical Skills,External,Passed,South Jasonchester,Austin Carlson,2,805.7,False,False,False
1629,Kelly,Ellis,2020-04-17,2022-02-26,Production Technician I,Abigail Cooper,kelly.ellis@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Voluntary,Stock about front themselves list value.,Production       ,Field Operations,1957-07-25,MA,Laborer,Female,69455,White,Divorced,Fully Meets,3,2056,2023-07-12,3,4,1,2023-02-02,Technical Skills,External,Failed,North Fernando,Gregory Garcia,1,190.55,False,False,False
1630,Nikhil,Rivas,2021-04-15,,Production Technician I,Amanda Jones,nikhil.rivas@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,1964-12-14,MA,Laborer,Male,28907,Hispanic,Married,Fully Meets,3,2057,2023-05-06,4,1,3,2023-01-01,Customer Service,Internal,Failed,Lake Tony,Omar Shepherd MD,3,605.36,False,False,False
1631,Brady,Boyd,2022-04-17,2022-06-03,Production Technician I,Stephanie Morales,brady.boyd@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Resignation,Provide pick upon green event himself.,Production       ,Field Operations,1984-01-13,MA,Laborer,Male,9125,White,Divorced,Fully Meets,3,2058,2023-05-29,5,5,4,2022-12-31,Customer Service,Internal,Passed,Parkertown,Mark Bowen,1,338.16,False,False,False
1632,Alfred,Manning,2023-07-29,2023-08-06,Production Technician I,Sally Owens,alfred.manning@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Issue administration collection.,Production       ,General - Con,1987-07-27,MA,Laborer,Female,7499,White,Married,Fully Meets,3,2059,2023-05-09,4,4,5,2023-05-06,Customer Service,External,Completed,West Danielmouth,Melissa Marshall,3,969.03,False,True,True
1633,Angelina,Russell,2023-01-26,,Production Technician I,David Perkins,angelina.russell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,1942-09-18,MA,Tower Hand,Female,96077,Asian,Divorced,Fully Meets,3,2060,2023-06-26,5,5,5,2023-07-23,Project Management,External,Failed,Port Lisaburgh,Lori Mckee,3,442.39,False,False,False
1634,King,Garrison,2018-12-12,,Production Technician I,Natasha Dennis,king.garrison@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,1946-06-08,MA,Field Project Manager,Female,55355,Other,Married,Fully Meets,3,2061,2023-05-26,2,4,3,2023-03-15,Technical Skills,External,Incomplete,South Taramouth,Stacey Ford,1,952.69,False,False,False
1635,Kale,Middleton,2018-10-25,,Production Technician I,Regina Roberts,kale.middleton@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1950-07-18,MA,Laborer,Female,35346,Hispanic,Single,Fully Meets,3,2062,2022-09-05,4,1,2,2023-05-20,Project Management,External,Passed,North Lisaton,Evelyn Hart,1,842.36,False,False,False
1636,Kailyn,Montgomery,2021-05-20,,Production Technician I,Raymond Johnson,kailyn.montgomery@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Aerial,1944-03-26,MA,Groundman,Female,72585,Hispanic,Married,Fully Meets,3,2063,2023-04-06,4,5,3,2023-01-01,Technical Skills,External,Failed,North Gabriel,Suzanne Watson,5,333.78,False,False,False
1637,Philip,Cobb,2020-08-28,2020-12-26,Production Technician I,Nicholas Freeman,philip.cobb@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Resignation,Maintain catch look. Wide local natural.,Production       ,Finance & Accounting,1964-10-05,MA,Executive,Female,32823,White,Single,Fully Meets,3,2064,2023-03-13,1,3,5,2022-09-10,Technical Skills,Internal,Passed,North Susanton,Daryl Mullins,2,343.22,False,False,False
1638,Bria,Spence,2020-05-10,,Production Technician II,Yesenia Sandoval,bria.spence@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,1972-02-29,MA,Laborer,Female,18169,Other,Single,Fully Meets,3,2065,2023-01-13,5,4,4,2023-05-15,Leadership Development,Internal,Failed,Christopherhaven,Jonathan Stewart,1,283.86,False,False,False
1639,Ellie,Holder,2023-08-04,2023-08-04,Production Technician II,Lisa Bryant,ellie.holder@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Voluntary,Yeah deal great thousand church least fact.,Production       ,Project Management - Con,1989-05-25,MA,Manager,Female,71853,Asian,Single,Fully Meets,3,2066,2022-10-08,1,5,1,2022-09-03,Customer Service,Internal,Passed,Courtneytown,Jessica Malone DDS,5,107.29,False,True,True
1640,Denzel,Clark,2022-04-22,,Production Technician II,Ariana Campbell MD,denzel.clark@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Engineers,1949-10-20,MA,Project Manager,Female,97487,White,Divorced,Fully Meets,3,2067,2023-03-14,5,2,1,2023-05-10,Leadership Development,External,Failed,Lake Alexander,Maureen Harris,4,320.87,False,False,False
